candidate,frequency_hz,impedance_magnitude_pa_s_m3,horizontal_6db_half_angle_deg,vertical_6db_half_angle_deg,gmres_iterations,solve_seconds,relative_residual
4,622.5985423675165,696912.7697237155,70.78583083164128,70.78698943864319,26,17.42139725,6.868280114454226e-11
4,645.7748325074419,748091.471270459,66.51672038884513,66.51763374122832,26,17.198532292,7.895209634446208e-11
4,669.8138622590077,806733.6164519797,63.00803537637563,63.008802267295266,26,17.022164542,9.055769668282574e-11
4,694.7477471865686,874299.9607780714,59.99184028354551,59.99248425284596,26,17.02829575,1.0578322972846676e-10
4,720.6097983594266,952361.9554338038,57.32374022013046,57.32431091302602,26,17.459870958,1.34830866717383e-10
4,747.4345668546164,1042272.2804248253,54.9135088754631,54.914011134816164,26,17.242502416,1.9247531326868912e-10
4,775.2578899163126,1144357.333577445,52.70997087800706,52.71042269442879,25,17.389342542,8.095761607286841e-10
4,804.116938833521,1256292.7744352217,50.67177336768496,50.67218203899881,25,16.991186083,1.1851355608898834e-09
4,834.0502686000294,1370648.1805709864,48.772395398253764,48.77276703475429,27,18.213493833,1.9251797967966438e-10
4,865.097869422947,1473210.3032042524,46.99349494606206,46.99383487102685,28,18.153447417,1.3915397922811794e-10
4,897.301220148658,1546413.4636801996,45.32797267770874,45.328289735987056,28,18.608358042,1.9682192220984599e-10
4,930.7033436775605,1580224.7416106472,43.77088880798578,43.771184517456625,28,18.420789834,2.2264173952834933e-10
4,965.3488644416246,1581079.0448162598,42.33467833874828,42.33496354262,28,18.232016292,3.0891006071986156e-10
4,1001.2840680215583,1565981.9864824608,41.043384602559016,41.04366962636661,28,18.603577708,4.688606877799989e-10
4,1038.5569629832269,1546880.0926072565,39.95521944535857,39.95551393575038,28,18.3542335,6.391756227705035e-10
4,1077.217345015942,1519414.8468492301,39.176284681441224,39.176633700530346,29,19.006353541,3.639529609735477e-10
4,1117.3168634582971,1462547.6232352306,38.91188450061405,38.9123354997011,30,20.510222666,2.3732788996167316e-10
4,1158.909090300446,1354134.0827662528,39.6337590135421,39.63449972439005,31,20.751397166,1.4511006062500083e-10
4,1202.0495917549858,1197762.7748994564,42.59607232466874,42.59771059612373,31,20.899214209,1.7400593004432338e-10
4,1246.796002492079,1027847.7801646825,50.33119198083606,50.33464704636561,31,19.903626458,2.2645950678401365e-10
4,1293.208102637984,882154.9738733998,55.957942512474865,55.960274261231056,29,19.246931583,2.5055485803559343e-09
4,1341.3478976398621,779917.4080065894,56.7388153242874,56.73988023549506,31,20.339856292,2.684305028523646e-10
4,1391.2797011035627,721095.6913060854,55.077881513939175,55.07795587696963,32,21.037903834,1.2399706461628026e-10
4,1443.0702207150446,693773.0471261694,52.35592625152492,52.35528053932193,32,21.098320166,1.779117305880015e-10
4,1496.788647360245,682068.6633608425,49.37889504190147,49.37779646049689,32,21.04085475,2.927460110945274e-10
4,1552.5067475624298,672629.2058473518,46.61734757325892,46.61606816661429,33,21.774787125,1.7197940903176805e-10
4,1610.2989593605412,658448.6022845685,44.39243987996022,44.39130059284977,34,22.845808,9.623176568507645e-11
4,1670.242491756622,639592.8847983829,42.99637877946529,42.99570575661355,35,23.605761208,8.269858310156664e-11
4,1732.4174278651828,621858.5207554026,42.67533634003627,42.67550734503469,33,22.1349515,1.0554159994146895e-09
4,1796.9068319023127,614892.9280629939,43.48021024403773,43.48136915165082,36,24.029532542,8.328073042610408e-11
4,1863.7968601574687,628424.3567359187,45.04900541527393,45.050963164402376,36,23.656559667,1.2905379959575382e-10
4,1933.1768760962038,664373.7988808245,46.81947695011246,46.82209192196205,36,23.572007084,3.2095061141385096e-10
4,2005.1395697476034,709410.0146728583,48.248940341931856,48.25234699439688,39,25.325496416,1.4472159308147491e-10
4,2079.7810815359235,742119.4690558708,48.484945303031004,48.48922755056797,38,25.114008041,8.023783717815118e-10
4,2157.2011307218904,758567.911381615,46.685188787516765,46.68932800843766,42,27.558348083,1.4517478677481063e-10
4,2237.5031486252237,776496.5218543105,43.923691059683904,43.92699956849485,43,28.202616209,5.232591817061185e-11
4,2320.794416806388,806781.8396053022,42.12378942854784,42.12756489252404,43,28.74218625,1.2037959666940853e-10
4,2407.186210392174,848082.3601693962,42.1652784002011,42.17096560488225,44,29.159233792,1.0048736266062872e-10
4,2496.7939467365745,894007.547188088,44.863835039319966,44.87076864725599,43,28.904176542,1.4675157633144992e-10
4,2589.737339615606,924006.0470554265,47.83413309736083,47.836867503758995,45,29.855441,1.034138334012492e-10
4,2686.140559162015,927321.7702786739,48.33272134936977,48.33081571872443,44,28.574290541,6.144642306656375e-10
4,2786.1323977535862,928514.6728762699,47.2828182314178,47.28126605072439,49,32.297315125,6.04442099328928e-11
4,2889.8464420766563,945103.5374409107,45.244658009255986,45.24548886006768,50,32.764245458,8.493634250488313e-11
4,2997.421251594704,955393.4320542634,43.797776146889426,43.79901934018634,52,33.389956042,8.171796821516499e-11
4,3109.000543660457,942898.2853145895,44.222049028093736,44.222596270317844,51,33.003389875,7.500000871227006e-11
4,3224.73338551881,910417.8247920444,44.24471841056803,44.24635258293431,54,35.751544959,7.664724648254772e-11
4,3344.7743934570694,885026.690548567,43.09285033372439,43.09362875472894,52,33.737416,6.617375231195591e-10
4,3469.28393936859,873446.006785811,41.147148862478396,41.145567123277864,57,37.445922042,2.9632607740001474e-11
4,3598.42836500576,852204.2383163029,39.23714809708849,39.23284628174184,58,37.871274125,8.416237539594734e-11
4,3732.38020420856,817794.8041056602,38.83265344301578,38.81982834897245,62,39.858298083,6.129152101981348e-10
4,3871.318413405634,796230.7142046208,39.78475523622991,39.75602327180351,63,40.568749459,1.919221755943828e-10
4,4015.4286106957557,791214.5444426691,38.67667892437395,38.65005725452693,66,41.627915958,1.2410822509892938e-10
4,4164.903323829131,781170.7385158268,37.29637990458542,37.27338447225309,65,41.403662666,4.6101160758243424e-11
4,4319.9422474198445,773445.8883063787,37.96572635870771,37.94812792141728,67,43.048003667,9.969410987384897e-11
4,4480.752509733024,782208.3879728407,38.33604761421944,38.341203203730885,71,44.612005959,1.5321443932406077e-10
4,4647.548949403246,787619.529302256,37.128423363186975,37.14264239976753,74,47.751440166,4.594090941789969e-11
4,4820.554402453749,795928.5852796596,35.923154161204096,35.92934152373092,121,79.096297667,2.3011287352958653e-09
4,5000.0,814755.4714397655,36.12646456789687,36.12186535931494,77,49.493806041,4.640652671084022e-11
5,500.0,569589.9009713208,90.0,90.0,39,14.55578875,1.7051210400556844e-10
5,518.6125477035284,603395.3027557052,90.0,90.0,39,14.710063417,1.8701836486801333e-10
5,537.9179492710892,640374.8309372597,90.0,90.0,39,14.706233292,1.8298248172648919e-10
