coarse_depth_mm,fine_depth_mm,horizontal_complex_relative_l2,horizontal_normalized_max_delta_db,horizontal_beamwidth_change_deg,diagonal_complex_relative_l2,diagonal_normalized_max_delta_db,diagonal_beamwidth_change_deg,vertical_complex_relative_l2,vertical_normalized_max_delta_db,vertical_beamwidth_change_deg
25.0,50.0,0.14228875150694648,0.44315052698059,0.0,0.1480107996581541,0.3376454980197505,0.0,0.1529601781852594,0.29071647601531336,0.0
50.0,100.0,0.8321902796006893,3.4555890862371705,0.0,0.8710764858683442,2.6191347853383924,0.0,0.8989550195694709,2.10992515692834,0.0
