x_m,y_m,z_m,area_weight_m2,pressure_real_pa,pressure_imag_pa,normal_velocity_real_m_s,normal_velocity_imag_m_s
6.9871645232866142e-05,0,0.23295018956169905,9.3291029884579869e-06,83720.943008048533,39333.415861547015,47.393081736172782,10.255026644229895
-6.9871645232866142e-05,0,0.23295018956169905,9.3291029884579869e-06,83720.943008048533,39333.415861547015,47.393081736172782,10.255026644229895
6.9871645232866142e-05,-0,0.23295018956169905,9.3291029884579869e-06,83720.943008048533,39333.415861547015,47.393081736172782,10.255026644229895
-6.9871645232866142e-05,-0,0.23295018956169905,9.3291029884579869e-06,83720.943008048533,39333.415861547015,47.393081736172782,10.255026644229895
0,0.0061679884345761105,0.23284929270630092,8.8111737665034403e-06,86410.305242694652,25662.164171289682,208.79504072821371,45.93001536418042
-0,0.0061679884345761105,0.23284929270630092,8.8111737665034403e-06,86410.305242694652,25662.164171289682,208.79504072821371,45.93001536418042
0,-0.0061679884345761105,0.23284929270630092,8.8111737665034403e-06,86410.305242694652,25662.164171289682,208.79504072821371,45.93001536418042
-0,-0.0061679884345761105,0.23284929270630092,8.8111737665034403e-06,86410.305242694652,25662.164171289682,208.79504072821371,45.93001536418042
0,0.017110962078318387,0.23285872745106759,9.7779094558809601e-06,86835.478188016772,21057.311568232115,173.20998470885414,33.702485480856254
-0,0.017110962078318387,0.23285872745106759,9.7779094558809601e-06,86835.478188016772,21057.311568232115,173.20998470885414,33.702485480856254
0,-0.017110962078318387,0.23285872745106759,9.7779094558809601e-06,86835.478188016772,21057.311568232115,173.20998470885414,33.702485480856254
-0,-0.017110962078318387,0.23285872745106759,9.7779094558809601e-06,86835.478188016772,21057.311568232115,173.20998470885414,33.702485480856254
0,0.024639713697388162,0.23294993724618249,3.012550285461375e-05,86462.329017445518,18294.832206771553,178.47323636070308,25.903457556346034
-0,0.024639713697388162,0.23294993724618249,3.012550285461375e-05,86462.329017445518,18294.832206771553,178.47323636070308,25.903457556346034
0,-0.024639713697388162,0.23294993724618249,3.012550285461375e-05,86462.329017445518,18294.832206771553,178.47323636070308,25.903457556346034
-0,-0.024639713697388162,0.23294993724618249,3.012550285461375e-05,86462.329017445518,18294.832206771553,178.47323636070308,25.903457556346034
0,0.032825802473831371,0.23284367045520857,1.4516176201448671e-05,86806.410019357558,10435.753804778657,162.68687483431464,11.129450705934634
-0,0.032825802473831371,0.23284367045520857,1.4516176201448671e-05,86806.410019357558,10435.753804778657,162.68687483431464,11.129450705934634
0,-0.032825802473831371,0.23284367045520857,1.4516176201448671e-05,86806.410019357558,10435.753804778657,162.68687483431464,11.129450705934634
-0,-0.032825802473831371,0.23284367045520857,1.4516176201448671e-05,86806.410019357558,10435.753804778657,162.68687483431464,11.129450705934634
0,0.040230721235275269,0.23283982276916504,2.1386199821182372e-05,85884.254522248637,4367.2814307309754,167.31556939608518,-0.48903910363688857
-0,0.040230721235275269,0.23283982276916504,2.1386199821182372e-05,85884.254522248637,4367.2814307309754,167.31556939608518,-0.48903910363688857
0,-0.040230721235275269,0.23283982276916504,2.1386199821182372e-05,85884.254522248637,4367.2814307309754,167.31556939608518,-0.48903910363688857
-0,-0.040230721235275269,0.23283982276916504,2.1386199821182372e-05,85884.254522248637,4367.2814307309754,167.31556939608518,-0.48903910363688857
0,0.04848669096827507,0.23288911581039429,2.4909842737118921e-05,84168.649270706126,-4349.9572474635233,160.60605377162048,-21.15349721710146
-0,0.04848669096827507,0.23288911581039429,2.4909842737118921e-05,84168.649270706126,-4349.9572474635233,160.60605377162048,-21.15349721710146
0,-0.04848669096827507,0.23288911581039429,2.4909842737118921e-05,84168.649270706126,-4349.9572474635233,160.60605377162048,-21.15349721710146
-0,-0.04848669096827507,0.23288911581039429,2.4909842737118921e-05,84168.649270706126,-4349.9572474635233,160.60605377162048,-21.15349721710146
0,0.056745931506156921,0.23288890719413757,1.2131092402243769e-05,80201.1953236103,-15804.613662040505,144.40881913502358,-37.892868911143488
-0,0.056745931506156921,0.23288890719413757,1.2131092402243769e-05,80201.1953236103,-15804.613662040505,144.40881913502358,-37.892868911143488
0,-0.056745931506156921,0.23288890719413757,1.2131092402243769e-05,80201.1953236103,-15804.613662040505,144.40881913502358,-37.892868911143488
-0,-0.056745931506156921,0.23288890719413757,1.2131092402243769e-05,80201.1953236103,-15804.613662040505,144.40881913502358,-37.892868911143488
0,0.064997687935829163,0.23283861577510834,1.3550587311260274e-05,74135.001098420049,-25177.850075089627,131.21518592011964,-58.946882221701877
-0,0.064997687935829163,0.23283861577510834,1.3550587311260274e-05,74135.001098420049,-25177.850075089627,131.21518592011964,-58.946882221701877
0,-0.064997687935829163,0.23283861577510834,1.3550587311260274e-05,74135.001098420049,-25177.850075089627,131.21518592011964,-58.946882221701877
-0,-0.064997687935829163,0.23283861577510834,1.3550587311260274e-05,74135.001098420049,-25177.850075089627,131.21518592011964,-58.946882221701877
0,0.073251895606517792,0.23288863897323608,1.4264616697507882e-05,64244.644420904944,-35864.367970679603,111.01305475644932,-78.046747451197163
-0,0.073251895606517792,0.23288863897323608,1.4264616697507882e-05,64244.644420904944,-35864.367970679603,111.01305475644932,-78.046747451197163
0,-0.073251895606517792,0.23288863897323608,1.4264616697507882e-05,64244.644420904944,-35864.367970679603,111.01305475644932,-78.046747451197163
-0,-0.073251895606517792,0.23288863897323608,1.4264616697507882e-05,64244.644420904944,-35864.367970679603,111.01305475644932,-78.046747451197163
0,0.081507153809070587,0.23288854956626892,1.5645678643065714e-05,50732.694776593366,-44106.35062975988,80.625208341407941,-84.825723716693005
