x_m,y_m,z_m,area_weight_m2,pressure_real_pa,pressure_imag_pa
0,0,-0.029999999329447746,1.5594869583710157e-06,775116.5077885231,97778.020763515568
-0,0,-0.029999999329447746,1.5594869583710157e-06,775116.5077885231,97778.020763515568
0,-0,-0.029999999329447746,1.5594869583710157e-06,775116.5077885231,97778.020763515568
-0,-0,-0.029999999329447746,1.5594869583710157e-06,775116.5077885231,97778.020763515568
9.0024450891733242e-05,0.0077924602364621747,-0.029999999329447746,1.1083794374337882e-05,771587.47235988546,80283.900182662401
-9.0024450891733242e-05,0.0077924602364621747,-0.029999999329447746,1.1083794374337882e-05,771587.47235988546,80283.900182662401
9.0024450891733242e-05,-0.0077924602364621747,-0.029999999329447746,1.1083794374337882e-05,771587.47235988546,80283.900182662401
-9.0024450891733242e-05,-0.0077924602364621747,-0.029999999329447746,1.1083794374337882e-05,771587.47235988546,80283.900182662401
0,0.012605559118625704,-0.029999999329447746,1.5297950152104277e-06,777982.83994151885,50885.392019371036
-0,0.012605559118625704,-0.029999999329447746,1.5297950152104277e-06,777982.83994151885,50885.392019371036
0,-0.012605559118625704,-0.029999999329447746,1.5297950152104277e-06,777982.83994151885,50885.392019371036
-0,-0.012605559118625704,-0.029999999329447746,1.5297950152104277e-06,777982.83994151885,50885.392019371036
0.0032072345253560653,0.003612109847782108,-0.029999999329447746,1.4847649025806064e-05,775995.3210606724,91252.064515635881
-0.0032072345253560653,0.003612109847782108,-0.029999999329447746,1.4847649025806064e-05,775995.3210606724,91252.064515635881
0.0032072345253560653,-0.003612109847782108,-0.029999999329447746,1.4847649025806064e-05,775995.3210606724,91252.064515635881
-0.0032072345253560653,-0.003612109847782108,-0.029999999329447746,1.4847649025806064e-05,775995.3210606724,91252.064515635881
0.0019055399800295451,0.012558663591298229,-0.029904834946991057,3.2047382511795307e-06,774941.34359589138,46699.646615774625
-0.0019055399800295451,0.012558663591298229,-0.029904834946991057,3.2047382511795307e-06,774941.34359589138,46699.646615774625
0.0019055399800295451,-0.012558663591298229,-0.029904834946991057,3.2047382511795307e-06,774941.34359589138,46699.646615774625
-0.0019055399800295451,-0.012558663591298229,-0.029904834946991057,3.2047382511795307e-06,774941.34359589138,46699.646615774625
0.0038362818748938236,0.012100030169015738,-0.029999999329447746,5.6961605171203401e-06,774589.99411146995,53927.533248855361
-0.0038362818748938236,0.012100030169015738,-0.029999999329447746,5.6961605171203401e-06,774589.99411146995,53927.533248855361
0.0038362818748938236,-0.012100030169015738,-0.029999999329447746,5.6961605171203401e-06,774589.99411146995,53927.533248855361
-0.0038362818748938236,-0.012100030169015738,-0.029999999329447746,5.6961605171203401e-06,774589.99411146995,53927.533248855361
0.0040946640254760636,0.0079417840806762247,-0.029999999329447746,1.471860312590462e-05,772846.12738733611,76206.122857024326
-0.0040946640254760636,0.0079417840806762247,-0.029999999329447746,1.471860312590462e-05,772846.12738733611,76206.122857024326
0.0040946640254760636,-0.0079417840806762247,-0.029999999329447746,1.471860312590462e-05,772846.12738733611,76206.122857024326
-0.0040946640254760636,-0.0079417840806762247,-0.029999999329447746,1.471860312590462e-05,772846.12738733611,76206.122857024326
0.0056701484926980853,0.011364930112673642,-0.029975295628390092,2.4084163712432123e-06,778895.94532499532,50370.554211226052
-0.0056701484926980853,0.011364930112673642,-0.029975295628390092,2.4084163712432123e-06,778895.94532499532,50370.554211226052
0.0056701484926980853,-0.011364930112673642,-0.029975295628390092,2.4084163712432123e-06,778895.94532499532,50370.554211226052
-0.0056701484926980853,-0.011364930112673642,-0.029975295628390092,2.4084163712432123e-06,778895.94532499532,50370.554211226052
0.0072783036157488823,0.01040751114487648,-0.029999999329447746,6.1929602519329583e-06,776273.33918055019,53935.610483572098
-0.0072783036157488823,0.01040751114487648,-0.029999999329447746,6.1929602519329583e-06,776273.33918055019,53935.610483572098
0.0072783036157488823,-0.01040751114487648,-0.029999999329447746,6.1929602519329583e-06,776273.33918055019,53935.610483572098
-0.0072783036157488823,-0.01040751114487648,-0.029999999329447746,6.1929602519329583e-06,776273.33918055019,53935.610483572098
0.0080125032214505496,0.0046648313142853429,-0.029999999329447746,2.119205752011768e-05,775641.64548793377,75590.143920951203
-0.0080125032214505496,0.0046648313142853429,-0.029999999329447746,2.119205752011768e-05,775641.64548793377,75590.143920951203
0.0080125032214505496,-0.0046648313142853429,-0.029999999329447746,2.119205752011768e-05,775641.64548793377,75590.143920951203
-0.0080125032214505496,-0.0046648313142853429,-0.029999999329447746,2.119205752011768e-05,775641.64548793377,75590.143920951203
0.0092459993460832744,0.0087062057150635482,-0.029999999329447746,2.8948754026821884e-06,776038.64795011072,53670.257928218394
-0.0092459993460832744,0.0087062057150635482,-0.029999999329447746,2.8948754026821884e-06,776038.64795011072,53670.257928218394
0.0092459993460832744,-0.0087062057150635482,-0.029999999329447746,2.8948754026821884e-06,776038.64795011072,53670.257928218394
-0.0092459993460832744,-0.0087062057150635482,-0.029999999329447746,2.8948754026821884e-06,776038.64795011072,53670.257928218394
