x_m,y_m,z_m,area_weight_m2,pressure_real_pa,pressure_imag_pa,normal_velocity_real_m_s,normal_velocity_imag_m_s
0,0,0.23295141756534576,3.8510977686292157e-06,-18343.049739279511,95782.313360110275,-18.411782051162081,153.53452954191505
-0,0,0.23295141756534576,3.8510977686292157e-06,-18343.049739279511,95782.313360110275,-18.411782051162081,153.53452954191505
0,-0,0.23295141756534576,3.8510977686292157e-06,-18343.049739279511,95782.313360110275,-18.411782051162081,153.53452954191505
-0,-0,0.23295141756534576,3.8510977686292157e-06,-18343.049739279511,95782.313360110275,-18.411782051162081,153.53452954191505
0,0.0061828531324863434,0.23284904658794403,6.6724466772580728e-06,-15018.880234905604,95975.61720463763,-21.421030817563146,193.84974379634542
-0,0.0061828531324863434,0.23284904658794403,6.6724466772580728e-06,-15018.880234905604,95975.61720463763,-21.421030817563146,193.84974379634542
0,-0.0061828531324863434,0.23284904658794403,6.6724466772580728e-06,-15018.880234905604,95975.61720463763,-21.421030817563146,193.84974379634542
-0,-0.0061828531324863434,0.23284904658794403,6.6724466772580728e-06,-15018.880234905604,95975.61720463763,-21.421030817563146,193.84974379634542
0,0.012286227196455002,0.23287642002105713,7.3852498620777744e-06,-13274.651975119074,96082.910161765933,-13.591304390006691,192.47532467546574
-0,0.012286227196455002,0.23287642002105713,7.3852498620777744e-06,-13274.651975119074,96082.910161765933,-13.591304390006691,192.47532467546574
0,-0.012286227196455002,0.23287642002105713,7.3852498620777744e-06,-13274.651975119074,96082.910161765933,-13.591304390006691,192.47532467546574
-0,-0.012286227196455002,0.23287642002105713,7.3852498620777744e-06,-13274.651975119074,96082.910161765933,-13.591304390006691,192.47532467546574
0,0.016465621069073677,0.23285090923309326,5.7894116546061123e-06,-10829.378433193428,95606.338712347802,-11.295781008428042,193.27849393737893
-0,0.016465621069073677,0.23285090923309326,5.7894116546061123e-06,-10829.378433193428,95606.338712347802,-11.295781008428042,193.27849393737893
0,-0.016465621069073677,0.23285090923309326,5.7894116546061123e-06,-10829.378433193428,95606.338712347802,-11.295781008428042,193.27849393737893
-0,-0.016465621069073677,0.23285090923309326,5.7894116546061123e-06,-10829.378433193428,95606.338712347802,-11.295781008428042,193.27849393737893
0,0.024761904031038284,0.23295141756534576,6.3888029242247083e-06,-5502.8426845959139,94262.134635769908,-0.88889923534433135,178.06499103862723
-0,0.024761904031038284,0.23295141756534576,6.3888029242247083e-06,-5502.8426845959139,94262.134635769908,-0.88889923534433135,178.06499103862723
0,-0.024761904031038284,0.23295141756534576,6.3888029242247083e-06,-5502.8426845959139,94262.134635769908,-0.88889923534433135,178.06499103862723
-0,-0.024761904031038284,0.23295141756534576,6.3888029242247083e-06,-5502.8426845959139,94262.134635769908,-0.88889923534433135,178.06499103862723
0,0.032761648297309875,0.23284332454204559,5.9731994031028979e-06,1731.8309295972631,92015.402235661022,13.598107291411651,189.77967854249493
-0,0.032761648297309875,0.23284332454204559,5.9731994031028979e-06,1731.8309295972631,92015.402235661022,13.598107291411651,189.77967854249493
0,-0.032761648297309875,0.23284332454204559,5.9731994031028979e-06,1731.8309295972631,92015.402235661022,13.598107291411651,189.77967854249493
-0,-0.032761648297309875,0.23284332454204559,5.9731994031028979e-06,1731.8309295972631,92015.402235661022,13.598107291411651,189.77967854249493
0,0.035975735634565353,0.23286065459251404,5.6513972987565918e-06,5149.4212416206647,90928.3162790348,20.083319280719639,179.27124387563509
-0,0.035975735634565353,0.23286065459251404,5.6513972987565918e-06,5149.4212416206647,90928.3162790348,20.083319280719639,179.27124387563509
0,-0.035975735634565353,0.23286065459251404,5.6513972987565918e-06,5149.4212416206647,90928.3162790348,20.083319280719639,179.27124387563509
-0,-0.035975735634565353,0.23286065459251404,5.6513972987565918e-06,5149.4212416206647,90928.3162790348,20.083319280719639,179.27124387563509
0,0.040230721235275269,0.23283982276916504,4.8249222544202942e-06,10687.486012156145,89166.156690486358,30.774828403421424,171.84365292487988
-0,0.040230721235275269,0.23283982276916504,4.8249222544202942e-06,10687.486012156145,89166.156690486358,30.774828403421424,171.84365292487988
0,-0.040230721235275269,0.23283982276916504,4.8249222544202942e-06,10687.486012156145,89166.156690486358,30.774828403421424,171.84365292487988
-0,-0.040230721235275269,0.23283982276916504,4.8249222544202942e-06,10687.486012156145,89166.156690486358,30.774828403421424,171.84365292487988
0,0.052615534514188766,0.23291395604610443,4.9231041148920441e-06,29460.834471809176,80357.054138673804,63.553833995558968,149.74103199718209
-0,0.052615534514188766,0.23291395604610443,4.9231041148920441e-06,29460.834471809176,80357.054138673804,63.553833995558968,149.74103199718209
0,-0.052615534514188766,0.23291395604610443,4.9231041148920441e-06,29460.834471809176,80357.054138673804,63.553833995558968,149.74103199718209
-0,-0.052615534514188766,0.23291395604610443,4.9231041148920441e-06,29460.834471809176,80357.054138673804,63.553833995558968,149.74103199718209
