x_m,y_m,z_m,area_weight_m2,pressure_real_pa,pressure_imag_pa
-0.012684295288761334,0.00040131678353835711,-0.029986326686899475,2.4995697307028436e-06,933692.47058654705,82351.687822718508
-0.012374736568766869,-0.0020808233364847007,-0.029999999999999999,4.9066129738248018e-06,933668.19860731112,82921.043854260541
-0.012166986389192615,0.0036275154143978281,-0.029950725340548458,7.1147135337727368e-06,933775.98949778173,82140.552271855777
-0.012037724436208132,-0.0040476153964918195,-0.029999999999999999,5.9333000836115332e-06,934242.21026882774,82515.51154120038
-0.010713176435085622,0.0068196865001056428,-0.029999999999999999,4.4697550083446249e-06,933451.06358150835,83236.409083621809
-0.010407511490105605,-0.0072783036885884214,-0.029999999999999999,2.898614697594263e-06,935169.71627031406,81744.054231897491
-0.008716779096706399,0.009236220124012982,-0.029999999999999999,9.1782904277802079e-06,934194.38642481004,83400.056590965774
-0.0080166747455018977,-0.0098500216256022528,-0.029999999999999999,5.7676356677816559e-06,933289.03348491667,83577.247595894762
-0.0049102415676371214,-0.0070442033325779727,-0.029999999999999999,1.7839431434337677e-05,935532.36811989604,94513.505201579916
-0.0056099645121947227,0.011393783312487376,-0.029999999999999999,5.1204654681846397e-06,935091.67782990332,82890.08826737928
-0.0048830558719429526,-0.011744244699128249,-0.029820263647323167,6.6993018294543884e-06,933239.03008113359,78007.767476316672
-0.0026843846993392789,0.0014591707135103258,-0.029999999999999999,3.6069516809570233e-05,938064.72594170738,101953.30775502193
-0.0026006433677956851,0.0082268520399332544,-0.029999999999999999,3.2445822205045996e-05,936565.07953213365,94265.616927205323
-0.0021352605932874321,0.012519211724336073,-0.029999999999999999,4.1822440430189102e-06,935255.67876869347,82941.804343174706
-0.0010829848053251845,-0.012653740313102476,-0.029999999999999999,3.92316799037318e-06,933488.4373597299,82765.011699308729
0.0003761336788626574,0.012685888103530071,-0.029981408030259785,4.0179088142124605e-06,935379.7720202019,82445.607504387139
0.00047024585174086566,-0.0040344640227705985,-0.030000000000000002,3.5689911042215013e-05,940104.25988379039,100932.48859416036
0.003709762585232681,0.0057712154395034411,-0.030000000000000002,3.7413599086222974e-05,937127.51414888527,98107.813153831958
0.0031301055714073266,-0.012308226481172857,-0.029999999999999999,7.5071259871416629e-06,938038.90734291531,82331.475798070605
0.0031301055714073253,0.012308226481172857,-0.029999999999999999,1.2722767252501359e-05,935504.28464422247,83859.476284165823
0.0055939065488973226,-0.011410802292458506,-0.029915826381568426,2.986520189105168e-06,934568.81248731376,81397.915259138637
0.006805001138841223,0.01072296411914027,-0.029999999999999999,6.8920551802055716e-06,936056.47902703017,82808.381955331963
0.0076794607935553282,-0.010115131334799691,-0.029999999999999999,3.3318940427008533e-06,936580.07585229538,83335.329503350717
0.0073618664289895556,-0.0042089847065255297,-0.029999999999999999,2.6445379536351784e-05,936133.41281352541,95441.238634610505
0.009236220124012982,0.008716779096706399,-0.029999999999999999,1.1826363991061374e-05,935192.15272542357,83689.530260838292
0.008958221373557021,0.0019414232428523882,-0.029999999999999999,2.7594734045461791e-05,935596.77656713151,93700.544947526141
0.0098206279643233314,-0.0080795433921134179,-0.029830848006415854,7.559019854301073e-06,934165.45941175113,79396.321577880983
0.01135416125221156,-0.0056849532024140833,-0.029999999999999999,3.9088555166022124e-06,933871.1020387531,84192.032313782067
0.011475395130185161,0.0054300146353700165,-0.029999999999999999,4.2878221612620907e-06,933855.57692972012,83185.880671419989
0.012308226481172857,-0.0031301055714073253,-0.029999999999999999,8.7967489461404824e-06,934404.00379779155,84074.001759830411
0.012369911024203407,0.0028392484624383775,-0.029999999999999999,3.2708343117496451e-06,933607.75374933658,83759.883257593945
0.012699999999999999,1.4099832412739487e-18,-0.029999999999999999,3.7426261905132112e-06,934943.43765403866,83440.618669218617
0.0043350119796725078,0.00032031722189019088,-0.030000000000000002,2.587771217610369e-05,937640.68322188745,101077.9319236208
-0.0017579428610235107,-0.0096704498327643794,-0.029999999999999999,1.9144398660999948e-05,934812.81982157705,91601.720222054631
-0.010069240019523454,6.9147243876925416e-05,-0.029999999999999999,1.1578374547748671e-05,935079.89489800297,90538.720263378869
-0.0081344031759750628,-0.0062332555873614616,-0.029999999999999999,9.6037569306122554e-06,933804.91752595967,90422.436212884568
-0.0070548262622266347,-0.0026653424671725921,-0.029999999999999999,2.892134807207267e-05,935364.32863362529,97125.961940992871
0.0041580739883919152,-0.0081671321643917629,-0.029999999999999999,2.2035248848812719e-05,936971.59864459466,93226.002545320356
-0.0072233424568059236,0.0047202001709299689,-0.029999999999999995,2.6430616258883749e-05,936086.2706735665,94358.683023922975
