x_m,y_m,z_m,area_weight_m2,pressure_real_pa,pressure_imag_pa
-0.012684295288761334,0.00040131678353835711,-0.029986326686899475,2.4995697307028436e-06,82326.325036182781,441915.41931980354
-0.012374736568766869,-0.0020808233364847007,-0.029999999999999999,4.9066129738248018e-06,82326.228141183441,442068.54758055625
-0.012166986389192615,0.0036275154143978281,-0.029950725340548458,7.1147135337727368e-06,82326.758812944987,441854.52426512516
-0.012037724436208132,-0.0040476153964918195,-0.029999999999999999,5.9333000836115332e-06,82329.412233372233,441980.74398580345
-0.010713176435085622,0.0068196865001056428,-0.029999999999999999,4.4697550083446249e-06,82324.984401764072,442122.17435937253
-0.010407511490105605,-0.0072783036885884214,-0.029999999999999999,2.898614697594263e-06,82334.556071170475,441809.27484056802
-0.008716779096706399,0.009236220124012982,-0.029999999999999999,9.1782904277802079e-06,82329.132035587012,442183.02083636849
-0.0080166747455018977,-0.0098500216256022528,-0.029999999999999999,5.7676356677816559e-06,82324.13866518822,442218.15884480992
-0.0049102415676371214,-0.0070442033325779727,-0.029999999999999999,1.7839431434337677e-05,82336.532114177302,444989.63513434236
-0.0056099645121947227,0.011393783312487376,-0.029999999999999999,5.1204654681846397e-06,82334.095543513715,442074.4380660475
-0.0048830558719429526,-0.011744244699128249,-0.029820263647323167,6.6993018294543884e-06,82323.923709470997,440837.07303852111
-0.0026843846993392789,0.0014591707135103258,-0.029999999999999999,3.6069516809570233e-05,82350.546108851966,446913.51982360735
-0.0026006433677956851,0.0082268520399332544,-0.029999999999999999,3.2445822205045996e-05,82342.272551338334,444957.75514821766
-0.0021352605932874321,0.012519211724336073,-0.029999999999999999,4.1822440430189102e-06,82335.031537705174,442100.21032583655
-0.0010829848053251845,-0.012653740313102476,-0.029999999999999999,3.92316799037318e-06,82325.358757304828,442040.11238559749
0.0003761336788626574,0.012685888103530071,-0.029981408030259785,4.0179088142124605e-06,82335.716398656412,441978.58619046235
0.00047024585174086566,-0.0040344640227705985,-0.030000000000000002,3.5689911042215013e-05,82361.855878704155,446703.32690739725
0.003709762585232681,0.0057712154395034411,-0.030000000000000002,3.7413599086222974e-05,82345.382248616501,445919.02240357944
0.0031301055714073266,-0.012308226481172857,-0.029999999999999999,7.5071259871416629e-06,82350.675506531028,442069.48183205182
0.0031301055714073253,0.012308226481172857,-0.029999999999999999,1.2722767252501359e-05,82336.399978737099,442330.80930571299
0.0055939065488973226,-0.011410802292458506,-0.029915826381568426,2.986520189105168e-06,82331.383641750654,441732.6596824599
0.006805001138841223,0.01072296411914027,-0.029999999999999999,6.8920551802055716e-06,82339.569412898811,442101.51545258053
0.0076794607935553282,-0.010115131334799691,-0.029999999999999999,3.3318940427008533e-06,82342.506686285196,442257.28636253794
0.0073618664289895556,-0.0042089847065255297,-0.029999999999999999,2.6445379536351784e-05,82339.966493243395,445243.58117140003
0.009236220124012982,0.008716779096706399,-0.029999999999999999,1.1826363991061374e-05,82334.760257524336,442289.37071771314
0.008958221373557021,0.0019414232428523882,-0.029999999999999999,2.7594734045461791e-05,82337.052477212957,444804.66570843745
0.0098206279643233314,-0.0080795433921134179,-0.029830848006415854,7.559019854301073e-06,82329.135931823592,441214.13930789859
0.01135416125221156,-0.0056849532024140833,-0.029999999999999999,3.9088555166022124e-06,82327.509570857743,442399.42353213462
0.011475395130185161,0.0054300146353700165,-0.029999999999999999,4.2878221612620907e-06,82327.430512341351,442142.97919463227
0.012308226481172857,-0.0031301055714073253,-0.029999999999999999,8.7967489461404824e-06,82330.466198637907,442378.95497489168
0.012369911024203407,0.0028392484624383775,-0.029999999999999999,3.2708343117496451e-06,82326.046354577324,442276.31641087326
0.012699999999999999,1.4099832412739487e-18,-0.029999999999999999,3.7426261905132112e-06,82333.433902110846,442227.77537004347
0.0043350119796725078,0.00032031722189019088,-0.030000000000000002,2.587771217610369e-05,82348.266533879927,446680.02716920857
-0.0017579428610235107,-0.0096704498327643794,-0.029999999999999999,1.9144398660999948e-05,82332.650307839518,444269.9112098132
-0.010069240019523454,6.9147243876925416e-05,-0.029999999999999999,1.1578374547748671e-05,82333.981279428161,443983.91034382355
-0.0081344031759750628,-0.0062332555873614616,-0.029999999999999999,9.6037569306122554e-06,82326.981105684172,443940.36649125785
-0.0070548262622266347,-0.0026653424671725921,-0.029999999999999999,2.892134807207267e-05,82335.566618498502,445634.6553317543
0.0041580739883919152,-0.0081671321643917629,-0.029999999999999999,2.2035248848812719e-05,82344.591846141164,444718.53713831928
-0.0072233424568059236,0.0047202001709299689,-0.029999999999999995,2.6430616258883749e-05,82339.564995645676,444960.10518645868
